Entry	Entry Name	Protein names	Gene Names (synonym)	Gene Names (primary)
A1X283	SPD2B_HUMAN	SH3 and PX domain-containing protein 2B (Adapter protein HOFI) (Factor for adipocyte differentiation 49) (Tyrosine kinase substrate with four SH3 domains)	FAD49 KIAA1295 TKS4	SH3PXD2B
A1XBS5	CBAR1_HUMAN	CBY1-interacting BAR domain-containing protein 1	FAM92A FAM92A1	CIBAR1
A1Z1Q3	MACD2_HUMAN	ADP-ribose glycohydrolase MACROD2 (MACRO domain-containing protein 2) (O-acetyl-ADP-ribose deacetylase MACROD2) (EC 3.5.1.-) ([Protein ADP-ribosylaspartate] hydrolase MACROD2) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD2) (EC 3.2.2.-)	C20orf133	MACROD2
A2A288	ZC12D_HUMAN	Probable ribonuclease ZC3H12D (EC 3.1.-.-) (MCP-induced protein 4) (Transformed follicular lymphoma) (Zinc finger CCCH domain-containing protein 12D) (p34)	C6orf95 MCPIP4 TFL	ZC3H12D
A2A2Y4	FRMD3_HUMAN	FERM domain-containing protein 3 (Band 4.1-like protein 4O) (Ovary type protein 4.1) (4.1O)	EPB41L4O	FRMD3
A2BDD9	A2BDD9_HUMAN	AMOT protein	NA	AMOT
A2BDE7	A2BDE7_HUMAN	PHLDA1 protein	NA	PHLDA1
A2IDD5	CCD78_HUMAN	Coiled-coil domain-containing protein 78 (hsCCDC78)	C16orf25	CCDC78
A2PYH4	HFM1_HUMAN	Probable ATP-dependent DNA helicase HFM1 (EC 3.6.4.12) (SEC63 domain-containing protein 1)	SEC3D1	HFM1
A2RRN7	A2RRN7_HUMAN	CADPS protein	NA	CADPS
A2RRP1	NBAS_HUMAN	NBAS subunit of NRZ tethering complex (Neuroblastoma-amplified gene protein) (Neuroblastoma-amplified sequence)	NAG	NBAS
A2RTX5	SYTC2_HUMAN	Threonine--tRNA ligase 2, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase protein 3)	TARSL2	TARS3
A2RU14	TM218_HUMAN	Transmembrane protein 218	NA	TMEM218
A2RU30	TESP1_HUMAN	Protein TESPA1 (Thymocyte-expressed positive selection-associated protein 1)	KIAA0748	TESPA1
A2RU49	HYKK_HUMAN	Hydroxylysine kinase (5-hydroxy-L-lysine kinase) (EC 2.7.1.81) (Aminoglycoside phosphotransferase domain-containing protein 1)	AGPHD1	HYKK
A2RUB1	MEIOC_HUMAN	Meiosis-specific coiled-coil domain-containing protein MEIOC (Meiosis-specific with coiled-coil domain protein)	C17orf104	MEIOC
A2RUB6	CCD66_HUMAN	Coiled-coil domain-containing protein 66	NA	CCDC66
A2RUC4	TYW5_HUMAN	tRNA wybutosine-synthesizing protein 5 (hTYW5) (tRNA yW-synthesizing protein 5) (EC 1.14.11.42) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-C(2))-hydroxylase)	C2orf60	TYW5
A2RUH7	MBPHL_HUMAN	Myosin-binding protein H-like	NA	MYBPHL
A2VDJ0	T131L_HUMAN	Transmembrane protein 131-like	KIAA0922	TMEM131L
A2VEC9	SSPO_HUMAN	SCO-spondin (SCO-spondin pseudogene)	KIAA2036 SSPO	SSPOP
A3KMH1	VWA8_HUMAN	von Willebrand factor A domain-containing protein 8 (PEX7-binding protein 2) (P7BP2)	KIAA0564	VWA8
A3QNQ0	A3QNQ0_HUMAN	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II)	NA	TGFBR2
A4D0S4	LAMB4_HUMAN	Laminin subunit beta-4 (Laminin beta-1-related protein)	NA	LAMB4
A4D0Y8	A4D0Y8_HUMAN	Leptin (Obesity factor)	NA	LEP
A4D126	ISPD_HUMAN	D-ribitol-5-phosphate cytidylyltransferase (EC 2.7.7.40) (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein) (Isoprenoid synthase domain-containing protein) (hISPD)	ISPD	CRPPA
A4D161	F221A_HUMAN	Protein FAM221A	C7orf46	FAM221A
A4D1B1	A4D1B1_HUMAN	Platelet glycoprotein 4 (Glycoprotein IIIb) (PAS IV) (PAS-4) (Platelet glycoprotein IV)	NA	CD36
A4D1B5	GSAP_HUMAN	Gamma-secretase-activating protein (GSAP) (Protein pigeon homolog) [Cleaved into: Gamma-secretase-activating protein 16 kDa C-terminal form (GSAP-16K)]	PION	GSAP
A4D1E9	GTPBA_HUMAN	GTP-binding protein 10 (Protein obg homolog 2) (ObgH2)	OBGH2	GTPBP10
A4D1P6	WDR91_HUMAN	WD repeat-containing protein 91	NA	WDR91
A4D1T9	PRS37_HUMAN	Probable inactive serine protease 37 (Probable inactive trypsin-X2)	TRYX2	PRSS37
A4D1U5	A4D1U5_HUMAN	Acylglycerol kinase, mitochondrial (EC 2.7.1.107) (EC 2.7.1.138) (EC 2.7.1.94) (Multiple substrate lipid kinase)	MULK	FLJ10842
A4D256	CC14C_HUMAN	Dual specificity protein phosphatase CDC14C (EC 3.1.3.16) (EC 3.1.3.48) (CDC14 cell division cycle 14 homolog C)	CDC14B2 CDC14Bretro	CDC14C
A4D2B0	MBLC1_HUMAN	Metallo-beta-lactamase domain-containing protein 1 (EC 3.1.27.-) (Endoribonuclease MBLAC1)	NA	MBLAC1
A4D2B8	PM2P1_HUMAN	Putative postmeiotic segregation increased 2-like protein 1 (PMS2-related protein 2) (Postmeiotic segregation increased 2-like protein 13) (Postmeiotic segregation increased 2-like protein 6) (Postmeiotic segregation increased 2-like protein 8) (Postmeiotic segregation increased protein 3) (hPMS3) (Postmeiotic segregation increased protein 8) (Putative postmeiotic segregation increased 2 pseudogene 1)	PMS2L1 PMS2L13 PMS2L6 PMS2L8 PMS3 PMS8 PMSR2	PMS2P1
A4F3V8	A4F3V8_HUMAN	Cytochrome P450 1A (EC 1.14.14.1)	NA	CYP1A1
A4F4K3	A4F4K3_HUMAN	Cytochrome P450 1A (EC 1.14.14.1)	NA	CYP1A1
A4F4K4	A4F4K4_HUMAN	Cytochrome P450 1A (EC 1.14.14.1)	NA	CYP1A1
A4FUJ8	A4FUJ8_HUMAN	MKL1 protein	NA	MKL1
A4GXA9	EME2_HUMAN	Probable crossover junction endonuclease EME2 (EC 3.1.22.-)	NA	EME2
A4LAA3	A4LAA3_HUMAN	DNA helicase (EC 3.6.4.12) (ATP-dependent helicase ATRX)	NA	ATRX
A4UGR9	XIRP2_HUMAN	Xin actin-binding repeat-containing protein 2 (Beta-xin) (Cardiomyopathy-associated protein 3) (Xeplin)	CMYA3	XIRP2
A5D8T8	CL18A_HUMAN	C-type lectin domain family 18 member A (Mannose receptor-like protein 2)	MRLP2	CLEC18A
A5D8V6	VP37C_HUMAN	Vacuolar protein sorting-associated protein 37C (hVps37C) (ESCRT-I complex subunit VPS37C)	PML39	VPS37C
A5D8V7	ODAD3_HUMAN	Outer dynein arm-docking complex subunit 3 (Coiled-coil domain-containing protein 151)	CCDC151	ODAD3
A5D8W1	CFA69_HUMAN	Cilia- and flagella-associated protein 69	C7orf63	CFAP69
A5LHX3	PSB11_HUMAN	Proteasome subunit beta type-11 (EC 3.4.25.1) (Proteasome subunit beta-5t)	NA	PSMB11
A5PKU2	A5PKU2_HUMAN	TUSC5 protein	NA	TUSC5
A5PKW4	PSD1_HUMAN	PH and SEC7 domain-containing protein 1 (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6) (Exchange factor for ARF6) (Exchange factor for ARF6 A) (Pleckstrin homology and SEC7 domain-containing protein 1)	EFA6 EFA6A KIAA2011 PSD1 TYL	PSD
A5PLL7	PDES1_HUMAN	Plasmanylethanolamine desaturase (EC 1.14.19.77) (Plasmanylethanolamine desaturase 1) (Transmembrane protein 189)	KUA PDES TMEM189	PEDS1
A5X5Y0	5HT3E_HUMAN	5-hydroxytryptamine receptor 3E (5-HT3-E) (5-HT3E) (Serotonin receptor 3E)	NA	HTR3E
A5YKK6	CNOT1_HUMAN	CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1) (Negative regulator of transcription subunit 1 homolog) (NOT1H) (hNOT1)	CDC39 KIAA1007 NOT1	CNOT1
A5YM40	A5YM40_HUMAN	Transforming growth factor beta	NA	TGFB3
A5YM72	CRNS1_HUMAN	Carnosine synthase 1 (EC 6.3.2.11) (ATP-grasp domain-containing protein 1)	ATPGD1 KIAA1394	CARNS1
A6BM72	MEG11_HUMAN	Multiple epidermal growth factor-like domains protein 11 (Multiple EGF-like domains protein 11)	KIAA1781	MEGF11
A6H8L5	A6H8L5_HUMAN	Hepatic triacylglycerol lipase (EC 3.1.1.3) (EC 3.1.1.32) (EC 3.1.1.5) (Lipase member C) (Lysophospholipase) (Phospholipase A1)	NA	LIPC
A6H8Y1	BDP1_HUMAN	Transcription factor TFIIIB component B'' homolog (Transcription factor IIIB 150) (TFIIIB150) (Transcription factor-like nuclear regulator)	KIAA1241 KIAA1689 TFNR	BDP1
A6H8Z2	F221B_HUMAN	Protein FAM221B	C9orf128	FAM221B
A6NC98	CC88B_HUMAN	Coiled-coil domain-containing protein 88B (Brain leucine zipper domain-containing protein) (Gipie) (Hook-related protein 3) (HkRP3)	BRLZ	CCDC88B
A6NCS4	NKX26_HUMAN	Homeobox protein Nkx-2.6 (Homeobox protein NK-2 homolog F)	NKX2F	NKX2-6
A6ND01	JUNO_HUMAN	Sperm-egg fusion protein Juno (Folate receptor 4) (Folate receptor delta) (FR-delta) (IZUMO1 receptor protein JUNO)	FOLR4 JUNO	IZUMO1R
A6ND36	FA83G_HUMAN	Protein FAM83G (Protein associated with SMAD1)	PAWS1	FAM83G
A6NDB9	PALM3_HUMAN	Paralemmin-3	NA	PALM3
A6NDE4	RBY1B_HUMAN	RNA-binding motif protein, Y chromosome, family 1 member B	NA	RBMY1B
A6NDG6	PGP_HUMAN	Glycerol-3-phosphate phosphatase (G3PP) (EC 3.1.3.21) (Aspartate-based ubiquitous Mg(2+)-dependent phosphatase) (AUM) (EC 3.1.3.48) (Phosphoglycolate phosphatase) (PGP)	NA	PGP
A6NDV4	TMM8B_HUMAN	Transmembrane protein 8B (Nasopharyngeal carcinoma-associated gene 6 protein) (Protein NAG-5) (Protein NGX6)	C9orf127 NGX6	TMEM8B
A6NED2	RCCD1_HUMAN	RCC1 domain-containing protein 1	NA	RCCD1
A6NEM1	GG6L9_HUMAN	Golgin subfamily A member 6-like protein 9	GOLGA6L20	GOLGA6L9
A6NFA1	TIKI2_HUMAN	Metalloprotease TIKI2 (EC 3.4.-.-) (Heart, kidney and adipose-enriched transmembrane protein homolog) (TRAB domain-containing protein 2B)	HKAT TIKI2	TRABD2B
A6NFQ2	TCAF2_HUMAN	TRPM8 channel-associated factor 2 (TRP channel-associated factor 2)	FAM115C FAM139A	TCAF2
A6NFX1	MFS2B_HUMAN	Sphingosine-1-phosphate transporter MFSD2B (Major facilitator superfamily domain-containing protein 2B) (hMfsd2b)	NA	MFSD2B
A6NFY7	SDHF1_HUMAN	Succinate dehydrogenase assembly factor 1, mitochondrial (SDH assembly factor 1) (SDHAF1) (LYR motif-containing protein 8)	LYRM8	SDHAF1
A6NGG8	PCARE_HUMAN	Photoreceptor cilium actin regulator	C2orf71	PCARE
A6NGQ2	OOEP_HUMAN	Oocyte-expressed protein homolog (KH homology domain-containing protein 2) (Oocyte- and embryo-specific protein 19) (hOEP19)	C6orf156 KHDC2 OEP19	OOEP
A6NGU5	GGT3_HUMAN	Putative glutathione hydrolase 3 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 3) (Putative gamma-glutamyltranspeptidase 3) (GGT 3) (EC 2.3.2.2) [Cleaved into: Putative glutathione hydrolase 3 heavy chain; Putative glutathione hydrolase 3 light chain]	GGT3	GGT3P
A6NHL2	TBAL3_HUMAN	Tubulin alpha chain-like 3 (EC 3.6.5.-)	NA	TUBAL3
A6NHR9	SMHD1_HUMAN	Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (SMC hinge domain-containing protein 1) (EC 3.6.1.-)	KIAA0650	SMCHD1
A6NI15	MSGN1_HUMAN	Mesogenin-1 (Paraxial mesoderm-specific mesogenin1) (pMesogenin1) (pMsgn1)	NA	MSGN1
A6NI61	MYMK_HUMAN	Protein myomaker (Myoblast fusion maker) (Transmembrane protein 226) (Transmembrane protein 8C)	TMEM226 TMEM8C	MYMK
A6NI73	LIRA5_HUMAN	Leukocyte immunoglobulin-like receptor subfamily A member 5 (CD85 antigen-like family member F) (Immunoglobulin-like transcript 11) (ILT-11) (Leukocyte immunoglobulin-like receptor 9) (LIR-9) (CD antigen CD85f)	ILT11 LILRB7 LIR9	LILRA5
A6NIH7	U119B_HUMAN	Protein unc-119 homolog B	NA	UNC119B
A6NIX2	WTIP_HUMAN	Wilms tumor protein 1-interacting protein (WT1-interacting protein)	NA	WTIP
A6NJ46	NKX63_HUMAN	Homeobox protein Nkx-6.3	NA	NKX6-3
A6NJ78	MET15_HUMAN	12S rRNA N4-methylcytidine (m4C) methyltransferase (12S rRNA m4C methyltransferase) (EC 2.1.1.-) (Methyltransferase 5 domain-containing protein 1) (Methyltransferase-like protein 15)	METT5D1	METTL15
A6NK06	IRG1_HUMAN	Cis-aconitate decarboxylase (CAD) (EC 4.1.1.6) (Aconitate decarboxylase) (Aconitate decarboxylase 1) (Cis-aconitic acid decarboxylase) (Immune-responsive gene 1 protein)	IRG1	ACOD1
A6NK58	LIPT2_HUMAN	Putative lipoyltransferase 2, mitochondrial (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	NA	LIPT2
A6NK89	RASFA_HUMAN	Ras association domain-containing protein 10	NA	RASSF10
A6NKB5	PCX2_HUMAN	Pecanex-like protein 2 (Pecanex homolog protein 2)	KIAA0435 PCNXL2	PCNX2
A6NL88	SHSA7_HUMAN	Protein shisa-7 (Cystine-knot AMPAR modulating protein of 59 kDa) (CKAMP59) (GABA(A) receptor auxiliary subunit Shisa7) (Protein shisa-6-like)	NA	SHISA7
A6NMY6	AXA2L_HUMAN	Putative annexin A2-like protein (Annexin A2 pseudogene 2) (Lipocortin II pseudogene)	ANX2L2 ANX2P2 LPC2B	ANXA2P2
A6NMZ7	CO6A6_HUMAN	Collagen alpha-6(VI) chain	NA	COL6A6
A6NNB3	IFM5_HUMAN	Interferon-induced transmembrane protein 5 (Bone-restricted interferon-induced transmembrane protein-like protein) (BRIL) (Dispanin subfamily A member 1) (DSPA1)	NA	IFITM5
A6NNM8	TTL13_HUMAN	Tubulin polyglutamylase TTLL13 (EC 6.3.2.-) (Tubulin tyrosine ligase like 13) (Tubulin tyrosine ligase-like family member 13 pseudogene) (Tubulin--tyrosine ligase-like protein 13)	TTLL13P	TTLL13
A6NNY8	UBP27_HUMAN	Ubiquitin carboxyl-terminal hydrolase 27 (EC 3.4.19.12) (Deubiquitinating enzyme 27) (Ubiquitin carboxyl-terminal hydrolase 22-like) (Ubiquitin thioesterase 27) (Ubiquitin-specific-processing protease 27) (X-linked ubiquitin carboxyl-terminal hydrolase 27)	USP22L USP27	USP27X
A6NNZ2	TBB8B_HUMAN	Tubulin beta 8B	NA	TUBB8B
A6PVC2	TTLL8_HUMAN	Protein monoglycylase TTLL8 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 8)	NA	TTLL8
A6XAA7	A6XAA7_HUMAN	Gremlin	NA	GREM1
A7E2V4	ZSWM8_HUMAN	Zinc finger SWIM domain-containing protein 8	KIAA0913	ZSWIM8
A7E2Y1	MYH7B_HUMAN	Myosin-7B (Antigen MLAA-21) (Myosin cardiac muscle beta chain) (Myosin heavy chain 7B, cardiac muscle beta isoform) (Slow A MYH14)	KIAA1512	MYH7B
A7KAX9	RHG32_HUMAN	Rho GTPase-activating protein 32 (Brain-specific Rho GTPase-activating protein) (GAB-associated Cdc42/Rac GTPase-activating protein) (GC-GAP) (GTPase regulator interacting with TrkA) (Rho-type GTPase-activating protein 32) (Rho/Cdc42/Rac GTPase-activating protein RICS) (RhoGAP involved in the beta-catenin-N-cadherin and NMDA receptor signaling) (p200RhoGAP) (p250GAP)	GRIT KIAA0712 RICS	ARHGAP32
A7MCY6	TBKB1_HUMAN	TANK-binding kinase 1-binding protein 1 (TBK1-binding protein 1)	KIAA0775 SINTBAD	TBKBP1
A7MD48	SRRM4_HUMAN	Serine/arginine repetitive matrix protein 4 (Medulloblastoma antigen MU-MB-2.76) (Neural-specific serine/arginine repetitive splicing factor of 100 kDa) (Neural-specific SR-related protein of 100 kDa) (nSR100)	KIAA1853	SRRM4
A7XYQ1	SOBP_HUMAN	Sine oculis-binding protein homolog (Jackson circler protein 1)	JXC1	SOBP
A8CG34	P121C_HUMAN	Nuclear envelope pore membrane protein POM 121C (Nuclear pore membrane protein 121-2) (POM121-2) (Pore membrane protein of 121 kDa C)	NA	POM121C
A8K0Z3	WASH1_HUMAN	WASH complex subunit 1 (CXYorf1-like protein on chromosome 9) (Protein FAM39E) (WAS protein family homolog 1)	FAM39E WASH1	WASHC1
A8K1Z7	A8K1Z7_HUMAN	Hepatic triacylglycerol lipase (EC 3.1.1.3) (EC 3.1.1.32) (EC 3.1.1.5) (Lipase member C) (Lysophospholipase) (Phospholipase A1)	NA	NA
A8K2U0	A2ML1_HUMAN	Alpha-2-macroglobulin-like protein 1 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 9)	CPAMD9	A2ML1
A8K3H3	A8K3H3_HUMAN	Retinoic acid nuclear receptor gamma variant 1 (Retinoic acid receptor gamma) (Retinoic acid receptor, gamma, isoform CRA_b) (cDNA FLJ75202, highly similar to Homo sapiens, retinoic acid receptor, gamma)	NR1B3	RARG
A8K4G0	CLM7_HUMAN	CMRF35-like molecule 7 (CLM-7) (CD300 antigen-like family member B) (CMRF35-A2) (Immune receptor expressed on myeloid cells 3) (IREM-3) (Leukocyte mono-Ig-like receptor 5) (Triggering receptor expressed on myeloid cells 5) (TREM-5) (CD antigen CD300b)	CD300B CLM7 CMRF35A2 IREM3 LMIR5 TREM5	CD300LB
A8K571	A8K571_HUMAN	Bone morphogenetic protein 7 (Osteogenic protein 1), isoform CRA_b (cDNA FLJ78019, highly similar to Homo sapiens bone morphogenetic protein 7 (osteogenic protein 1), mRNA) (cDNA, FLJ92758, Homo sapiens bone morphogenetic protein 7 (osteogenic protein 1)(BMP7), mRNA)	NA	BMP7
A8K660	A8K660_HUMAN	Adiponectin (Adiponectin, C1Q and collagen domain containing) (cDNA FLJ78108, highly similar to Homo sapiens adiponectin, C1Q and collagen domain containing (ADIPOQ), mRNA)	NA	ADIPOQ
A8K7I4	CLCA1_HUMAN	Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel family member 1) (hCLCA1) (Calcium-activated chloride channel protein 1) (CaCC-1) (hCaCC-1)	CACC1	CLCA1
A8K830	OCAT2_HUMAN	POU class 2 homeobox associating factor 3 (Cancer susceptibility candidate protein 13) (Colorectal cancer-associated protein 2) (Protein OCA-T2)	C11orf93 CASC13 COLCA2	POU2AF3
A8K8P3	SFI1_HUMAN	Protein SFI1 homolog (hSFI1)	KIAA0542	SFI1
A8K8V0	ZN785_HUMAN	Zinc finger protein 785	NA	ZNF785
A8K8W7	A8K8W7_HUMAN	Hormone-sensitive lipase (EC 3.1.1.23) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (Retinyl ester hydrolase)	NA	NA
A8MPY1	GBRR3_HUMAN	Gamma-aminobutyric acid receptor subunit rho-3 (GABA(A) receptor subunit rho-3) (GABA(C) receptor)	NA	GABRR3
A8MQ03	CRTP1_HUMAN	Cysteine-rich tail protein 1	C9orf169	CYSRT1
A8MQ27	NEU1B_HUMAN	E3 ubiquitin-protein ligase NEURL1B (EC 2.3.2.27) (Neuralized-2) (NEUR2) (Neuralized-like protein 1B) (Neuralized-like protein 3) (RING-type E3 ubiquitin transferase NEURL1B)	NEURL3	NEURL1B
A8MT69	CENPX_HUMAN	Centromere protein X (CENP-X) (FANCM-associated histone fold protein 2) (FANCM-interacting histone fold protein 2) (Fanconi anemia-associated polypeptide of 10 kDa) (Retinoic acid-inducible gene D9 protein homolog) (Stimulated by retinoic acid gene 13 protein homolog)	FAAP10 MHF2 STRA13	CENPX
A8MTA8	F166B_HUMAN	Protein FAM166B	NA	FAM166B
A8MTJ3	GNAT3_HUMAN	Guanine nucleotide-binding protein G(t) subunit alpha-3 (Gustducin alpha-3 chain)	NA	GNAT3
A8MTQ0	NOTO_HUMAN	Homeobox protein notochord	NA	NOTO
A8MTZ0	BBIP1_HUMAN	BBSome-interacting protein 1 (BBSome-interacting protein of 10 kDa)	BBIP10 NCRNA00081	BBIP1
A8MU46	SMTL1_HUMAN	Smoothelin-like protein 1	NA	SMTNL1
A8MUP2	CSKMT_HUMAN	Citrate synthase-lysine N-methyltransferase CSKMT, mitochondrial (CS-KMT) (EC 2.1.1.-) (Methyltransferase-like protein 12, mitochondrial)	METTL12	CSKMT
A8MV65	VGLL3_HUMAN	Transcription cofactor vestigial-like protein 3 (Vgl-3)	NA	VGLL3
A8MVW5	HECA2_HUMAN	HEPACAM family member 2 (Mitotic kinetics regulator)	MIKI	HEPACAM2
A8MW95	BECN2_HUMAN	Beclin-2 (Beclin-1 autophagy-related pseudogene 1) (Beclin-1-like protein 1)	BECN1L1 BECN1P1	BECN2
A8MW99	MEI4_HUMAN	Meiosis-specific protein MEI4	NA	MEI4
A8MXD5	GRCR1_HUMAN	Glutaredoxin domain-containing cysteine-rich protein 1	DFNB25	GRXCR1
A8MXV4	NUD19_HUMAN	Acyl-coenzyme A diphosphatase NUDT19 (EC 3.6.1.-) (Nucleoside diphosphate-linked moiety X motif 19) (Nudix motif 19)	NA	NUDT19
A8MYU2	KCNU1_HUMAN	Potassium channel subfamily U member 1 (Calcium-activated potassium channel subunit alpha-3) (Calcium-activated potassium channel, subfamily M subunit alpha-3) (KCa5) (Slowpoke homolog 3)	KCNMA3 KCNMC1 SLO3	KCNU1
A8MZ59	LEUTX_HUMAN	Paired-like homeodomain transcription factor LEUTX (Leucine-twenty homeobox) (Paired-like homeobox transcription factor LEUTX) (PRD-LIKE homeobox transcription factor LEUTX)	NA	LEUTX
A8TX70	CO6A5_HUMAN	Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)	COL29A1 VWA4	COL6A5
A8YXX4	A8YXX4_HUMAN	Glutamine synthetase (EC 6.3.1.2)	GLUL	PIG59
A9UGY9	A9UGY9_HUMAN	Autophagy protein 5	NA	ATG5
A9UHW6	MI4GD_HUMAN	MIF4G domain-containing protein (SLBP-interacting protein 1) (hSLIP1)	SLIP1	MIF4GD
A9YTQ3	AHRR_HUMAN	Aryl hydrocarbon receptor repressor (AhR repressor) (AhRR) (Class E basic helix-loop-helix protein 77) (bHLHe77)	BHLHE77 KIAA1234	AHRR
B0I1T2	MYO1G_HUMAN	Unconventional myosin-Ig [Cleaved into: Minor histocompatibility antigen HA-2 (mHag HA-2)]	HA2	MYO1G
B0L3A2	DEAR_HUMAN	Dual endothelin-1/angiotensin II receptor (Dear) (Dual endothelin-1/VEGFsp receptor) (DEspR protein) (FBXW7 antisense RNA 1)	DEAR DEspR	FBXW7-AS1
B0LPE5	B0LPE5_HUMAN	RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (RAC-PK-alpha)	NA	AKT1
B0YJ81	HACD1_HUMAN	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 1) (HACD1) (Cementum-attachment protein) (CAP) (Protein-tyrosine phosphatase-like member A)	PTPLA	HACD1
B0YJA4	B0YJA4_HUMAN	Thy-1 membrane glycoprotein (Thy-1 antigen)	NA	THY1
B1AK53	ESPN_HUMAN	Espin (Autosomal recessive deafness type 36 protein) (Ectoplasmic specialization protein)	DFNB36	ESPN
B2R761	B2R761_HUMAN	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)	NA	NA
B2R9L7	B2R9L7_HUMAN	Oxytocin receptor	NA	OXTR
B2RDY3	B2RDY3_HUMAN	Multifunctional fusion protein [Includes: Katanin p60 ATPase-containing subunit A1 (Katanin p60 subunit A1) (EC 5.6.1.1) (p60 katanin); Katanin p60 ATPase-containing subunit A-like 1 (Katanin p60 subunit A-like 1) (p60 katanin-like 1)]	KATNA1	KATNAL1
B2RTY4	MYO9A_HUMAN	Unconventional myosin-IXa (Unconventional myosin-9a)	MYR7	MYO9A
B2RUY7	VWC2L_HUMAN	von Willebrand factor C domain-containing protein 2-like (VWC2-like protein) (Brorin-like)	NA	VWC2L
B2RUZ4	SMIM1_HUMAN	Small integral membrane protein 1 (Vel blood group antigen)	NA	SMIM1
B2RWP8	B2RWP8_HUMAN	Phospholipase B1, membrane-associated (EC 3.1.1.3) (EC 3.1.1.4) (EC 3.1.1.5) (Lysophospholipase) (Phospholipase A2) (Phospholipase B/lipase) (Triacylglycerol lipase)	NA	PLB1
B2RXF5	ZBT42_HUMAN	Zinc finger and BTB domain-containing protein 42	NA	ZBTB42
B2RXH2	KDM4E_HUMAN	Lysine-specific demethylase 4E (EC 1.14.11.66) (KDM4D-like protein) (Lysine-specific demethylase 4D-like) ([histone H3]-trimethyl-L-lysine(9) demethylase 4E)	KDM4DL	KDM4E
B3KU38	IQIP1_HUMAN	IQCJ-SCHIP1 readthrough transcript protein	NA	IQCJ-SCHIP1
B3KUK7	B3KUK7_HUMAN	Multifunctional fusion protein [Includes: Katanin p60 ATPase-containing subunit A1 (Katanin p60 subunit A1) (EC 5.6.1.1) (p60 katanin); Katanin p60 ATPase-containing subunit A-like 1 (Katanin p60 subunit A-like 1) (p60 katanin-like 1)]	KATNAL1	KATNA1
B3KWH9	B3KWH9_HUMAN	Elongation of very long chain fatty acids protein 5 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL5) (ELOVL fatty acid elongase 5) (ELOVL FA elongase 5) (Very long chain 3-ketoacyl-CoA synthase 5) (Very long chain 3-oxoacyl-CoA synthase 5)	NA	ELOVL5
B4DDT1	B4DDT1_HUMAN	Hepatic triacylglycerol lipase (EC 3.1.1.3) (EC 3.1.1.32) (EC 3.1.1.5) (Lipase member C) (Lysophospholipase) (Phospholipase A1)	NA	NA
B4DGD0	B4DGD0_HUMAN	Amyloid-beta A4 protein	NA	NA
B4DJ51	B4DJ51_HUMAN	Calmodulin 1 (Phosphorylase kinase, delta), isoform CRA_a (Calmodulin 3 (Phosphorylase kinase, delta), isoform CRA_b) (Epididymis secretory protein Li 72) (cDNA FLJ61744, highly similar to Calmodulin)	CALM1 CALM3	HEL-S-72
B6A8C7	TARM1_HUMAN	T-cell-interacting, activating receptor on myeloid cells protein 1 (OSCAR-like transcript-2 protein) (OLT-2)	NA	TARM1
B6ZGT9	B6ZGT9_HUMAN	Nuclear receptor TLX (Nuclear receptor subfamily 2, group E, member 1, isoform CRA_a) (Tailes-related receptor)	NA	NR2E1
B7U540	KCJ18_HUMAN	Inward rectifier potassium channel 18 (Inward rectifier K(+) channel Kir2.6) (Potassium channel, inwardly rectifying subfamily J member 18)	NA	KCNJ18
B7ZAQ6	GPHRA_HUMAN	Golgi pH regulator A (Protein GPR89A) (Putative MAPK-activating protein PM01) (Putative NF-kappa-B-activating protein 90)	GPHRA GPR89 SH120	GPR89A
